Accession,STD Annot.,Lab Annot.,Curated Loc.,TAIR Loc.
AT3G58610.2,"ketol-acid reductoisomerase; FUNCTIONS IN: copper ion binding, ketol-acid reductoisomerase activity; INVOLVED IN: branched chain family amino acid biosynthetic process; LOCATED IN: mitochondrion, apoplast, chloroplast; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Acetohydroxy acid isomeroreductase, catalytic (InterPro:IPR013116), 6-phosphogluconate dehydrogenase, C-terminal-like (InterPro:IPR008927), Dehydrogenase, multihelical (InterPro:IPR013328), Acetohydroxy acid isomeroreductase C-terminal (InterPro:IPR000506), Ketol-acid reductoisomerase (InterPro:IPR016206), Acetohydroxy acid isomeroreductase (InterPro:IPR013023), NAD(P)-binding domain (InterPro:IPR016040); Has 7931 Blast hits to 7576 proteins in 2285 species: Archae - 226; Bacteria - 4872; Metazoa - 2; Fungi - 269; Plants - 111; Viruses - 0; Other Eukaryotes - 2451 (source: NCBI BLink).",ketol-acid reductoisomerase,plastid stroma,
AT3G58610.3,ketol-acid reductoisomerase ,ketol-acid reductoisomerase,plastid stroma,
AT3G58990.1,"isopropylmalate isomerase 1 (IPMI1); FUNCTIONS IN: hydro-lyase activity, 3-isopropylmalate dehydratase activity; INVOLVED IN: leucine biosynthetic process, metabolic process; LOCATED IN: plastid; EXPRESSED IN: 19 plant structures; EXPRESSED DURING: 9 growth stages; CONTAINS InterPro DOMAIN/s: 3-isopropylmalate dehydratase, small subunit-like (InterPro:IPR012305), Aconitase A/isopropylmalate dehydratase small subunit, swivel (InterPro:IPR000573), Aconitase/3-isopropylmalate dehydratase, swivel (InterPro:IPR015928), Aconitase-like core (InterPro:IPR015937); BEST Arabidopsis thaliana protein match is: Aconitase/3-isopropylmalate dehydratase protein (TAIR:AT2G43090.1); Has 8940 Blast hits to 8939 proteins in 2288 species: Archae - 372; Bacteria - 5509; Metazoa - 6; Fungi - 358; Plants - 71; Viruses - 0; Other Eukaryotes - 2624 (source: NCBI BLink).",3-isopropylmalate isomerase 1 (IMI1/SSU 3) - most likely involved in Met-derived glucosinolate synthesis,plastid stroma,
AT3G59040.1,Tetratricopeptide repeat (TPR)-like superfamily protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Pentatricopeptide repeat (InterPro:IPR002885); BEST Arabidopsis thaliana protein match is: Pentatricopeptide repeat (PPR) superfamily protein (TAIR:AT5G02860.1); Has 49720 Blast hits to 14374 proteins in 322 species: Archae - 6; Bacteria - 73; Metazoa - 697; Fungi - 944; Plants - 46205; Viruses - 0; Other Eukaryotes - 1795 (source: NCBI BLink).,pentatricopeptide repeat (PPR) protein (model with cTP),plastid nucleoid,
AT3G59040.2,Tetratricopeptide repeat (TPR)-like superfamily protein ,pentatricopeptide repeat (PPR) protein (model without cTP),plastid nucleoid,
AT3G59400.1,enzyme binding;tetrapyrrole binding ,Porphyrin-binding protein enhances Mg-chelatase (GUN4),plastid,chloroplast
AT3G59780.1,Rhodanese/Cell cycle control phosphatase superfamily protein ,unknown protein,thylakoid,
AT3G59840.1,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast, chloroplast envelope; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; Has 72 Blast hits to 72 proteins",unknown protein,plastid,
AT3G59870.1,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G43945.1); Has 292 Blast hits to 292 proteins in 84 species: Archae - 0; Bacteria - 122; Metazoa - 0; Fungi - 0; Plants - 46; Viruses - 0; Other Eukaryotes - 124 (source: NCBI BLink).,unknown protein,plastid stroma,
AT3G59980.1,"Nucleic acid-binding, OB-fold-like protein ",t-RNA binding protein,plastid stroma,
AT3G60210.1,GroES-like family protein ,Cpn10-2,plastid stroma,
AT3G60370.1,FKBP-like peptidyl-prolyl cis-trans isomerase family protein ,Isomerases,thylakoid-peripheral-lumenal-side,thylakoid lumen (sensu Viridiplantae)
AT3G60620.1,"cytidinediphosphate diacylglycerol synthase 5 (CDS5); FUNCTIONS IN: phosphatidate cytidylyltransferase activity; INVOLVED IN: phospholipid biosynthetic process; LOCATED IN: chloroplast, plastid, membrane, chloroplast envelope; EXPRESSED IN: 19 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Phosphatidate cytidylyltransferase (InterPro:IPR000374); BEST Arabidopsis thaliana protein match is: cytidinediphosphate diacylglycerol synthase 4 (TAIR:AT2G45150.1); Has 7499 Blast hits to 7495 proteins in 2619 species: Archae - 0; Bacteria - 5196; Metazoa - 180; Fungi - 139; Plants - 139; Viruses - 0; Other Eukaryotes - 1845 (source: NCBI BLink).",CDP-Diacylglycerol Synthetase 5 (CDS5),plastid,
AT3G60750.1,"Transketolase; FUNCTIONS IN: catalytic activity, transketolase activity; INVOLVED IN: response to cadmium ion, response to salt stress; LOCATED IN: chloroplast stroma, chloroplast, chloroplast envelope; EXPRESSED IN: 27 plant structures; EXPRESSED DURING: 17 growth stages; CONTAINS InterPro DOMAIN/s: Transketolase, bacterial-like (InterPro:IPR005478), Transketolase, N-terminal (InterPro:IPR005474), Transketolase, C-terminal (InterPro:IPR005476), Transketolase-like, C-terminal (InterPro:IPR015941), Transketolase, C-terminal/Pyruvate-ferredoxin oxidoreductase, domain II (InterPro:IPR009014), Transketolase-like, pyrimidine-binding domain (InterPro:IPR005475), Transketolase binding site (InterPro:IPR020826); BEST Arabidopsis thaliana protein match is: Transketolase (TAIR:AT2G45290.1); Has 19296 Blast hits to 19203 proteins in 2759 species: Archae - 202; Bacteria - 11440; Metazoa - 321; Fungi - 314; Plants - 204; Viruses - 0; Other Eukaryotes - 6815 (source: NCBI BLink).",transketolase-1 (TKL-1),plastid stroma,
AT3G60750.2,"Transketolase; FUNCTIONS IN: catalytic activity, transketolase activity; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 16 growth stages; CONTAINS InterPro DOMAIN/s: Transketolase, N-terminal (InterPro:IPR005474), Transketolase, C-terminal (InterPro:IPR005476), Transketolase, C-terminal/Pyruvate-ferredoxin oxidoreductase, domain II (InterPro:IPR009014), Transketolase-like, pyrimidine-binding domain (InterPro:IPR005475), Transketolase binding site (InterPro:IPR020826), Transketolase, bacterial-like (InterPro:IPR005478), Transketolase-like, C-terminal (InterPro:IPR015941); BEST Arabidopsis thaliana protein match is: Transketolase (TAIR:AT2G45290.1).",transketolase-1 (TKL-1),plastid stroma,
AT3G60880.1,Encodes a dihydropicolinate synthase involved in lysine biosynthesis. The enzyme is allosterically inhibited by lysine. It is predicted to localize to the cholorplast.,dihydrodipicolinate synthase ,plastid,
AT3G60880.2,Encodes a dihydropicolinate synthase involved in lysine biosynthesis. The enzyme is allosterically inhibited by lysine. It is predicted to localize to the cholorplast.,dihydrodipicolinate synthase ,plastid,
AT3G61080.1,Protein kinase superfamily protein ,ribulosamine/erythrulosamine3-kinase (deglycation of proteins),plastid stroma,mitochondrion
AT3G61470.1,photosystem I light harvesting complex gene 2 ,LHCI-2.1 - LHCI-680B,thylakoid-integral,thylakoid membrane (sensu Viridiplantae) & photosystem I antenna complex
AT3G61870.1,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast, chloroplast inner membrane, chloroplast envelope; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; Has ",unknown protein (integral membrane),plastid,chloroplast inner membrane
AT3G61870.2,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast, chloroplast inner membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).",unknown protein (integral membrane),plastid,chloroplast inner membrane
AT3G62030.1,nuclear-encoded chloroplast stromal cyclophilin CYP20-3 (also known as ROC4). Protein is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds.,peptidylprolyl isomerase ROC4 (CYP20-3),plastid stroma,thylakoid membrane (sensu Viridiplantae) & chloroplast stroma
AT3G62030.2,nuclear-encoded chloroplast stromal cyclophilin CYP20-3 (also known as ROC4). Protein is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds.,peptidylprolyl isomerase ROC4 (CYP20-3),plastid stroma,
AT3G62030.3,nuclear-encoded chloroplast stromal cyclophilin CYP20-3 (also known as ROC4). Protein is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds.,peptidylprolyl isomerase ROC4 (CYP20-3),plastid stroma,
AT3G62410.1,CP12 domain-containing protein 2 ,CP12 domain-containing protein,plastid stroma,
AT3G62530.1,"ARM repeat superfamily protein; FUNCTIONS IN: lyase activity, zinc ion binding, metal ion binding; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, nucleolus, chloroplast, phycobilisome; CONTAINS InterPro DOMAIN/s: Armadillo-like helical (InterPro:IPR011989), Armadillo-type fold (InterPro:IPR016024), PBS lyase HEAT-like repeat (InterPro:IPR004155); BEST Arabidopsis thaliana protein match is: ARM repeat superfamily protein (TAIR:AT3G58180.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",PBS lyase HEAT-like repeat-containing protein- dual localized in plastid & mitochondria,plastid; mitochondria,mitochondrion
AT3G62910.1,Peptide chain release factor 1 ,"ribosome peptide chain release factor, AtPRF1 (APG3)",plastid,
AT3G63140.1,chloroplast stem-loop binding protein of  41 kDa ,Rap41 or CSP41A,plastid stroma,
AT3G63160.1,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast outer membrane, thylakoid, chloroplast thylakoid membrane, chloroplast, chloroplast envelope; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: outer envelope membrane protein 7 (TAIR:AT3G52420.1); Has 26 Blast hits to 26 proteins in 8 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 26; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",OEP6,envelope-outer-integral,chloroplast outer membrane & thylakoid membrane (sensu Viridiplantae)
AT3G63170.1,Chalcone-flavanone isomerase family protein ,Fatty acid binding protein 1 (FAP1),plastid stroma,
AT3G63190.1,"ribosome recycling factor, chloroplast precursor ",Putative ribosome recycling factor,plastid stroma,
AT3G63410.1,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein ,vte3 -  MPBQ/MSBQ methyl transferase  (also APG1 or E37),envelope-inner-integral,chloroplast
AT3G63490.1,Ribosomal protein L1p/L10e family ,50S ribosomal protein L1,plastid ribosome,thylakoid membrane (sensu Viridiplantae)
AT3G63490.2,"Ribosomal protein L1p/L10e family; FUNCTIONS IN: structural constituent of ribosome, RNA binding; INVOLVED IN: translation, RNA processing; LOCATED IN: chloroplast thylakoid membrane, ribosome, chloroplast, membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein L1 (InterPro:IPR002143), Ribosomal protein L1, 3-layer alpha/beta-sandwich (InterPro:IPR016095), Ribosomal protein L1, bacterial-type (InterPro:IPR005878); BEST Arabidopsis thaliana protein match is: Ribosomal protein L1p/L10e family (TAIR:AT2G42710.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).",50S ribosomal protein L1,plastid ribosome,thylakoid membrane (sensu Viridiplantae)
AT4G00030.1,Plastid-lipid associated protein PAP / fibrillin family protein ,fibrillin 9 (FBN9),thylakoid-peripheral-stromal-side,
AT4G00370.1,Major facilitator superfamily protein ,ANTR1 - Pi transporter; also named PHT4;4,envelope-inner-integral,
AT4G00490.1,beta-amylase 2 ,beta-amylase 2 (BAM2 or BMY9),plastid stroma,
AT4G00620.1,Amino acid dehydrogenase family protein ,tetrahydrofolate dehydrogenase/cyclohydrolase; Methenyltetrahydrofolate cyclohydrolase ,plastid stroma,
AT4G00630.1,K+ efflux antiporter 2 ,K+ efflux antiporter,envelope,cellular component unknown
AT4G00630.2,Encodes a K(+)/H(+) antiporter that modulates monovalent cation and pH homeostasis in plant chloroplasts or plastids.,K+ efflux antiporter,envelope,
AT4G01037.1,Ubiquitin carboxyl-terminal hydrolase family protein ,homologue of maize WTF1 ,plastid stroma,
AT4G01050.1,thylakoid rhodanese-like ,thylakoid Rhodanese-like domain (TROL),thylakoid,thylakoid membrane (sensu Viridiplantae)
AT4G01150.1,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: thylakoid, chloroplast thylakoid membrane, chloroplast, plastoglobule, chloroplast envelope; EXPRESSED IN: 23 plant structures; EXPRESSED ",CURVATURE 1A (CURT1A),thylakoid-integral,thylakoid membrane (sensu Viridiplantae)
AT4G01150.2,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast thylakoid membrane, chloroplast, plastoglobule; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 14 growth stages; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",CURVATURE 1A (CURT1A),thylakoid-integral,
AT4G01310.1,Ribosomal L5P family protein ,50S ribosomal protein L5,plastid ribosome,cytosolic ribosome (sensu Eukaryota)
AT4G01650.1,Polyketide cyclase / dehydrase and lipid transport protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Streptomyces cyclase/dehydrase (InterPro:IPR005031); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G08720.1); Has 410 Blast hits to 381 proteins in 74 species: Archae - 0; Bacteria - 144; Metazoa - 0; Fungi - 0; Plants - 100; Viruses - 0; Other Eukaryotes - 166 (source: NCBI BLink).,HCF145-like,plastid stroma,
AT4G01650.2,Polyketide cyclase / dehydrase and lipid transport protein ,HCF145-like,plastid stroma,
AT4G01690.1,Encodes protoporphyrinogen oxidase (PPOX).,protoporphyrinogen oxidase (PPO) (PPOX),plastid,
AT4G01690.2,Encodes protoporphyrinogen oxidase (PPOX).,protoporphyrinogen oxidase (PPO) (PPOX),plastid,
AT4G01800.1,Albino or Glassy Yellow 1 ,cpSecA,thylakoid-peripheral-stromal-side; plastid stroma,
AT4G01800.2,"Encodes the ATPase subunit of the chloroplast Sec translocation machinery which plays an essential role in chloroplast biogenesis and the regulation of photosynthesis, the absence of which triggers a retrograde signal, eventually leading to a reprogramming of chloroplast and mitochondrial gene expression.",cpSecA,thylakoid-peripheral-stromal-side; plastid stroma,
AT4G01883.1,Polyketide cyclase / dehydrase and lipid transport protein; LOCATED IN: chloroplast; CONTAINS InterPro DOMAIN/s: Streptomyces cyclase/dehydrase (InterPro:IPR005031); BEST Arabidopsis thaliana protein match is: Polyketide cyclase/dehydrase and lipid transport superfamily protein (TAIR:AT1G02475.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).,"unknown protein, cyclase/dehydrase domain",plastid,
AT4G01900.1,GLNB1 homolog ,PII nitrogen sensing protein GLB I,plastid stroma,chloroplast
AT4G01940.1,NFU domain protein 1 ,CnfU-Ivb -2Fe-2S assembly PSI & Fd,plastid stroma,chloroplast
AT4G02260.1,"RELA/SPOT homolog 1 (RSH1); FUNCTIONS IN: catalytic activity; INVOLVED IN: response to wounding; LOCATED IN: chloroplast; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Metal-dependent phosphohydrolase, HD subdomain (InterPro:IPR006674), TGS-like (InterPro:IPR012676), TGS (InterPro:IPR004095), Metal-dependent phosphohydrolase, HD domain (InterPro:IPR003607), Beta-grasp fold, ferredoxin-type (InterPro:IPR012675), RelA/SpoT (InterPro:IPR007685); BEST Arabidopsis thaliana protein match is: RELA/SPOT homolog 3 (TAIR:AT1G54130.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).",RelA/SpoT homologue 1 (RSH1) - no ppGpp synthase activity,plastid,
AT4G02260.2,RELA/SPOT homolog 1 ,RelA/SpoT homologue 1 (RSH1) - no ppGpp synthase activity,plastid,
AT4G02260.3,"RELA/SPOT homolog 1 (RSH1); FUNCTIONS IN: catalytic activity; INVOLVED IN: response to wounding; LOCATED IN: chloroplast; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Metal-dependent phosphohydrolase, HD subdomain (InterPro:IPR006674), TGS-like (InterPro:IPR012676), TGS (InterPro:IPR004095), Metal-dependent phosphohydrolase, HD domain (InterPro:IPR003607), Beta-grasp fold, ferredoxin-type (InterPro:IPR012675), RelA/SpoT (InterPro:IPR007685); BEST Arabidopsis thaliana protein match is: RELA/SPOT homolog 3 (TAIR:AT1G54130.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).",RelA/SpoT homologue 1 (RSH1) - no ppGpp synthase activity,plastid,
