TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:6532563944	AT3G46980	AT3G46980.4	protein_coding	Encodes an inorganic phosphate transporter (PHT4;3).		 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chloroplast, chloroplast membrane, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, inorganic phosphate transmembrane transporter activity, integral component of membrane, integral component of plasma membrane, leaf apex, leaf lamina base, mature plant embryo stage, organic anion transmembrane transporter activity, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plastid, pollen, root, root tip, seed, sepal, shoot apex, shoot system, stamen, stem, transmembrane transport, vascular leaf, vascular leaf senescent stage	true
Gene:6532550314	AT1G05200	AT1G05200.7	protein_coding	Encodes a putative glutamate receptor GLR3 with dual localization in plastid and plasma membrane.		 plasma membrane, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT cellular response to abscisic acid stimulus, calcium channel activity, calcium ion transport, calcium-mediated signaling, carpel, cauline leaf, cellular calcium ion homeostasis, cellular response to acetate, cellular response to amino acid stimulus, cellular response to cold, cellular response to mechanical stimulus, chloroplast, collective leaf structure, cotyledon, extracellular region, flower, flower pedicel, flowering stage, glutamate receptor activity, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, intracellular ligand-gated ion channel activity, ion transmembrane transport, leaf apex, leaf lamina base, ligand-gated ion channel activity, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, plastid, protein binding, response to light stimulus, response to wounding, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532547826	AT5G27560	AT5G27560.4	protein_coding	DUF1995 domain protein, putative (DUF1995);(source:Araport11)		 chloroplast, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, biological process unknown, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, molecular function unknown, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, pollen, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532546169	AT5G63840	AT5G63840.2	protein_coding	radial swelling mutant shown to be specifically impaired in cellulose production. Encodes the alpha-subunit of a glucosidase II enzyme.		 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carbohydrate binding, carpel, cauline leaf, cellulose biosynthetic process, collective leaf structure, cotyledon, cultured plant cell, defense response to bacterium, endoplasmic reticulum, extracellular region, flower, flower pedicel, flowering stage, fruit, glucan 1,3-alpha-glucosidase activity, glucosidase activity, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant callus, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plastid, pollen, response to cadmium ion, root, rosette leaf, seed, seed development stage, sepal, shoot apex, shoot system, stamen, stem, unidimensional cell growth, vascular leaf, vascular leaf senescent stage	false
Gene:2009858	AT1G42960	AT1G42960.1	protein_coding	expressed protein localized to the inner membrane of the chloroplast.		 chloroplast, chloroplast thylakoid membrane, chloroplast envelope, vascular leaf, plant callus, seedling development stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, biological process unknown, carpel, cauline leaf, chloroplast, chloroplast envelope, chloroplast inner membrane, chloroplast thylakoid membrane, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, molecular function unknown, nucleus, petal, petal differentiation and expansion stage, petiole, plant callus, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, pollen, root, rosette leaf, seed, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2057385	AT2G26140	AT2G26140.1	protein_coding	Encodes an FtsH protease that is localized to the mitochondrion. Loss of function results in increased determinacy of the meristem that is exacerbated when plants are grown at higher temperatures.	ATFTSH4; FTSH PROTEASE 4; FTSH4	 mitochondrion, vascular leaf, plant callus, ATP binding, ATP-dependent peptidase activity, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, chloroplast envelope, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, leaf apex, leaf lamina base, mature plant embryo stage, meristem maintenance, metal ion binding, metalloendopeptidase activity, mitochondrial inner membrane, mitochondrion, petal, petal differentiation and expansion stage, petiole, plant callus, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plastid, pollen, pollen tube cell, proteolysis, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	false
Gene:2156140	AT5G61910	AT5G61910.1	protein_coding	DCD (Development and Cell Death) domain protein;(source:Araport11)		 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, collective leaf structure, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, pollen, pollen tube cell, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2147126	AT5G20960	AT5G20960.1	protein_coding	Encodes aldehyde oxidase AA01.	AAO1; ALDEHYDE OXIDASE 1; ALDEHYDE OXIDASE ALPHA; AO1; AOALPHA; ARABIDOPSIS THALIANA ALDEHYDE OXIDASE 1; AT-AO1; ATAO; ATAO1	 2 iron, 2 sulfur cluster binding, FAD binding, LP.04 four leaves visible stage, LP.06 six leaves visible stage, abscisic acid biosynthetic process, aldehyde oxidase activity, auxin biosynthetic process, cauline leaf, collective leaf structure, cotyledon, cytoplasm, electron transfer activity, flower, flower pedicel, flowering stage, guard cell, hypocotyl, indole-3-acetaldehyde oxidase activity, inflorescence meristem, iron ion binding, leaf apex, petal differentiation and expansion stage, plant embryo, plant embryo globular stage, plastid, root, rosette leaf, seed, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2148115	AT5G16960	AT5G16960.1	protein_coding	Zinc-binding dehydrogenase family protein;(source:Araport11)		 cytoplasm, collective leaf structure, cytoplasm, flower, flowering stage, guard cell, oxidation-reduction process, oxidoreductase activity, petal differentiation and expansion stage, plastid, response to oxidative stress, rosette leaf, sepal, stamen	true
Gene:2148462	AT5G26780	AT5G26780.1	protein_coding	Encodes a protein with serine hydroxymethyltransferase activity which is thought to be localized in the mitochondrial matrix. SHM2 expression fails to rescue the conditional lethal phenotype of the shm1-1 mutant, defective in SHM1.	SERINE HYDROXYMETHYLTRANSFERASE 2; SHM2	 chloroplast, cytosol, L-serine catabolic process, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, amino acid binding, carpel, cauline leaf, cellular response to tetrahydrofolate, chloroplast, cobalt ion binding, collective leaf structure, cotyledon, cytosol, flower, flower pedicel, flowering stage, folic acid metabolic process, glycine biosynthetic process from serine, glycine hydroxymethyltransferase activity, glycine metabolic process, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrial respiratory chain complex I, mitochondrion, one-carbon metabolic process, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, pollen, pyridoxal phosphate binding, root, rosette leaf, seed, sepal, serine binding, shoot apex, shoot apical meristem, shoot system, stamen, stem, tetrahydrofolate metabolic process, vascular leaf, vascular leaf senescent stage, zinc ion binding	true
Gene:2149014	AT5G16710	AT5G16710.1	protein_coding	DHAR3 protein undergoes thiolation following treatment with the  oxidant tert-butylhydroperoxide.Encodes 30-40% of extractable leaf GSH-dependent DHAR activity. Single knockout mutants show unaltered ascorbate and glutathione status in optimal and oxidative stress conditions.Makes a minor contribution to glutathione oxidation in response to increased intracellular hydrogen peroxide (catalase deficiency) (PMID:28381499).	DEHYDROASCORBATE REDUCTASE 1; DHAR3	 chloroplast, chloroplast stroma, chloroplast envelope, fruit, vascular leaf, seedling development stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cellular oxidant detoxification, chloroplast, chloroplast envelope, chloroplast stroma, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, fruit, glutathione dehydrogenase (ascorbate) activity, glutathione transferase activity, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, oxidation-reduction process, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, pollen, protein glutathionylation, root, rosette leaf, seed, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2152068	AT5G65940	AT5G65940.1	protein_coding	hydrolyzes beta-hydroxyisobutyryl-CoA	BETA-HYDROXYISOBUTYRYL-COA HYDROLASE 1; CHY1	 mitochondrion, 3-hydroxyisobutyryl-CoA hydrolase activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, fatty acid beta-oxidation, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, peroxisome, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plastid, pollen, response to auxin, response to cold, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, valine catabolic process, vascular leaf, vascular leaf senescent stage	true
